Text,Tag,Confidence
"HubSpot is not much advanced yet for latest generation of marketing and sales, because it's complicated to use for first time so it should be updated for best in business of marketing.",,
We are unable to have a custom sales dashboard with the fields that we feel are the most efficient to us.,,
I wish it was easier for their team to make a custom email template.,,
I do wish that exporting/importing contacts was a little easier.,,
"It can be a little tricky to navigate as the dashboard really can get cluttered, but after you learn you'll love it.",,
Having graded assignments can be a double edged sword sometimes.,,
Everything about the way this product is about upselling.,,
"To be able to say you want to filter by criteria ((1 and 2) and (3 or 4)), you have to say (1 and 2 and 3) or (1 and 2 and 4).",,
One thing I wish was different was re-naming campaigns and re-naming folders.,,
"For example, it would be great to access ""Calculated Properties"" or ""Sales Playbooks"" without having to upgrade to the Enterprise package.",,
